,subject,session,run,task,ts_CAPS,pearson_r
102,sub-08,ses-01,run-01,task-rest,tsCAP8,0.16866879635382329
103,sub-08,ses-02,run-01,task-rest,tsCAP8,0.35491437020376565
104,sub-09,ses-01,run-01,task-rest,tsCAP1,0.37908566706452157
105,sub-09,ses-01,run-01,task-rest,tsCAP2,0.4435665321092586
106,sub-09,ses-01,run-01,task-rest,tsCAP3,0.21712373107123095
107,sub-09,ses-01,run-01,task-rest,tsCAP4,0.19165471735002657
108,sub-09,ses-01,run-01,task-rest,tsCAP5,0.026875317928273624
109,sub-09,ses-01,run-01,task-rest,tsCAP6,0.13080377875593208
110,sub-09,ses-01,run-01,task-rest,tsCAP7,0.24941587216280986
111,sub-09,ses-01,run-01,task-rest,tsCAP8,0.33127510241499625
112,sub-13,ses-01,run-01,task-rest,tsCAP1,0.09626501370816819
113,sub-13,ses-02,run-01,task-rest,tsCAP1,0.1037851573962167
114,sub-13,ses-01,run-01,task-rest,tsCAP2,0.06919365537193112
115,sub-13,ses-02,run-01,task-rest,tsCAP2,0.05797257120582859
116,sub-13,ses-01,run-01,task-rest,tsCAP3,0.19036577766116428
117,sub-13,ses-02,run-01,task-rest,tsCAP3,0.04919995822376994
118,sub-13,ses-01,run-01,task-rest,tsCAP4,0.14825884408869255
119,sub-13,ses-02,run-01,task-rest,tsCAP4,0.028098403126114946
120,sub-13,ses-01,run-01,task-rest,tsCAP5,0.16512638366993873
121,sub-13,ses-02,run-01,task-rest,tsCAP5,0.38958741745854897
122,sub-13,ses-01,run-01,task-rest,tsCAP6,0.14533839302239318
123,sub-13,ses-02,run-01,task-rest,tsCAP6,0.3882490115927409
124,sub-13,ses-01,run-01,task-rest,tsCAP7,0.19141908081219108
125,sub-13,ses-02,run-01,task-rest,tsCAP7,0.30438356193779825
126,sub-13,ses-01,run-01,task-rest,tsCAP8,0.17545750521829964
127,sub-13,ses-02,run-01,task-rest,tsCAP8,0.3022327788606616
128,sub-14,ses-01,run-01,task-rest,tsCAP1,0.10118432722874496
129,sub-14,ses-02,run-01,task-rest,tsCAP1,0.20119343589010732
130,sub-14,ses-01,run-01,task-rest,tsCAP2,-0.025296872308678987
131,sub-14,ses-02,run-01,task-rest,tsCAP2,0.12303667359677015
132,sub-14,ses-01,run-01,task-rest,tsCAP3,0.25184246190412435
133,sub-14,ses-02,run-01,task-rest,tsCAP3,0.1609557555507395
134,sub-14,ses-01,run-01,task-rest,tsCAP4,0.2335878515196199
135,sub-14,ses-02,run-01,task-rest,tsCAP4,0.17273313799723417
136,sub-14,ses-01,run-01,task-rest,tsCAP5,0.049851779795639255
137,sub-14,ses-02,run-01,task-rest,tsCAP5,-0.0012991309967745176
138,sub-14,ses-01,run-01,task-rest,tsCAP6,0.06739717549604085
139,sub-14,ses-02,run-01,task-rest,tsCAP6,0.021351877643961428
140,sub-14,ses-01,run-01,task-rest,tsCAP7,0.2511976600265389
141,sub-14,ses-02,run-01,task-rest,tsCAP7,0.28343802102326576
142,sub-14,ses-01,run-01,task-rest,tsCAP8,0.22566035766360076
143,sub-14,ses-02,run-01,task-rest,tsCAP8,0.2658896897631531
144,sub-15,ses-01,run-01,task-rest,tsCAP1,0.036404057157999214
145,sub-15,ses-02,run-01,task-rest,tsCAP1,-0.13688986739089687
146,sub-15,ses-01,run-01,task-rest,tsCAP2,0.10468950899113225
147,sub-15,ses-02,run-01,task-rest,tsCAP2,-0.09693585246569389
148,sub-15,ses-01,run-01,task-rest,tsCAP3,0.11230709300799122
149,sub-15,ses-02,run-01,task-rest,tsCAP3,-0.18176508166967167
150,sub-15,ses-01,run-01,task-rest,tsCAP4,0.05389174914886393
151,sub-15,ses-02,run-01,task-rest,tsCAP4,-0.19947032201364023
152,sub-15,ses-01,run-01,task-rest,tsCAP5,0.31386282371788765
153,sub-15,ses-02,run-01,task-rest,tsCAP5,0.43811982756003
154,sub-15,ses-01,run-01,task-rest,tsCAP6,0.3126368437178143
155,sub-15,ses-02,run-01,task-rest,tsCAP6,0.4451879828683869
156,sub-15,ses-01,run-01,task-rest,tsCAP7,0.24374910292968938
157,sub-15,ses-02,run-01,task-rest,tsCAP7,0.2830840748487833
158,sub-15,ses-01,run-01,task-rest,tsCAP8,0.2537471183503717
159,sub-15,ses-02,run-01,task-rest,tsCAP8,0.2904947221489412
160,sub-16,ses-01,run-01,task-rest,tsCAP1,0.10992937793708511
161,sub-16,ses-02,run-01,task-rest,tsCAP1,-0.03850981433765936
162,sub-16,ses-01,run-01,task-rest,tsCAP2,0.06754618888365645
163,sub-16,ses-02,run-01,task-rest,tsCAP2,-0.10696281466896448
164,sub-16,ses-01,run-01,task-rest,tsCAP3,-0.03146336421735902
165,sub-16,ses-02,run-01,task-rest,tsCAP3,0.0256534941240363
166,sub-16,ses-01,run-01,task-rest,tsCAP4,-0.0649924569178049
167,sub-16,ses-02,run-01,task-rest,tsCAP4,0.03851193180290206
168,sub-16,ses-01,run-01,task-rest,tsCAP5,0.1432539458667626
169,sub-16,ses-02,run-01,task-rest,tsCAP5,0.18669272721746338
170,sub-16,ses-01,run-01,task-rest,tsCAP6,0.1452491727037557
171,sub-16,ses-02,run-01,task-rest,tsCAP6,0.2056333789717565
172,sub-16,ses-01,run-01,task-rest,tsCAP7,0.015588925803472972
173,sub-16,ses-02,run-01,task-rest,tsCAP7,0.27855400071009057
174,sub-16,ses-01,run-01,task-rest,tsCAP8,0.0387942388603283
175,sub-16,ses-02,run-01,task-rest,tsCAP8,0.30303560513430566
176,sub-17,ses-01,run-01,task-rest,tsCAP1,-0.07779418302063233
177,sub-17,ses-02,run-01,task-rest,tsCAP1,0.13697771272644546
178,sub-17,ses-01,run-01,task-rest,tsCAP2,-0.13051669816564695
179,sub-17,ses-02,run-01,task-rest,tsCAP2,0.160228600808164
180,sub-17,ses-01,run-01,task-rest,tsCAP3,-0.029824906055990443
181,sub-17,ses-02,run-01,task-rest,tsCAP3,0.2573152800270432
182,sub-17,ses-01,run-01,task-rest,tsCAP4,-0.08684180560303124
183,sub-17,ses-02,run-01,task-rest,tsCAP4,0.21033835744608698
184,sub-17,ses-01,run-01,task-rest,tsCAP5,0.38461496023790354
185,sub-17,ses-02,run-01,task-rest,tsCAP5,0.17001217943892485
186,sub-17,ses-01,run-01,task-rest,tsCAP6,0.4050451152523927
187,sub-17,ses-02,run-01,task-rest,tsCAP6,0.17149947304435662
188,sub-17,ses-01,run-01,task-rest,tsCAP7,0.15312975004211832
189,sub-17,ses-02,run-01,task-rest,tsCAP7,0.05176382600273519
190,sub-17,ses-01,run-01,task-rest,tsCAP8,0.18769137102031977
191,sub-17,ses-02,run-01,task-rest,tsCAP8,0.09800222258116965
192,sub-18,ses-01,run-01,task-rest,tsCAP1,0.23602998993219396
193,sub-18,ses-01,run-01,task-rest,tsCAP2,0.23270636097647276
194,sub-18,ses-01,run-01,task-rest,tsCAP3,0.1487747713512051
195,sub-18,ses-01,run-01,task-rest,tsCAP4,0.120617395253301
196,sub-18,ses-01,run-01,task-rest,tsCAP5,0.3140390193941857
197,sub-18,ses-01,run-01,task-rest,tsCAP6,0.3097234502251103
198,sub-18,ses-01,run-01,task-rest,tsCAP7,0.20376858865299885
199,sub-18,ses-01,run-01,task-rest,tsCAP8,0.22259285313265237
200,sub-20,ses-01,run-01,task-rest,tsCAP1,-0.05374624852204436
201,sub-20,ses-02,run-01,task-rest,tsCAP1,0.06799931852610204
202,sub-20,ses-01,run-01,task-rest,tsCAP2,-0.05697368521389767
203,sub-20,ses-02,run-01,task-rest,tsCAP2,0.057368434708291255
204,sub-20,ses-01,run-01,task-rest,tsCAP3,0.05428466562861064
205,sub-20,ses-02,run-01,task-rest,tsCAP3,0.34327007541508286
206,sub-20,ses-01,run-01,task-rest,tsCAP4,0.022177626065571335
207,sub-20,ses-02,run-01,task-rest,tsCAP4,0.3258189483009095
208,sub-20,ses-01,run-01,task-rest,tsCAP5,0.07059287612447515
209,sub-20,ses-02,run-01,task-rest,tsCAP5,-0.045256043125089296
210,sub-20,ses-01,run-01,task-rest,tsCAP6,0.06472134260023617
211,sub-20,ses-02,run-01,task-rest,tsCAP6,-0.03475732012754504
212,sub-20,ses-01,run-01,task-rest,tsCAP7,-0.024129122853439967
213,sub-20,ses-02,run-01,task-rest,tsCAP7,-0.052862130520440205
214,sub-20,ses-01,run-01,task-rest,tsCAP8,-0.02382827157986477
215,sub-20,ses-02,run-01,task-rest,tsCAP8,-0.02866919931047734
216,sub-21,ses-01,run-01,task-rest,tsCAP1,0.24588989179696194
217,sub-21,ses-02,run-01,task-rest,tsCAP1,0.061261745365173176
218,sub-21,ses-01,run-01,task-rest,tsCAP2,0.21586096683801434
219,sub-21,ses-02,run-01,task-rest,tsCAP2,0.10757175328373231
220,sub-21,ses-01,run-01,task-rest,tsCAP3,0.01038981990914053
221,sub-21,ses-02,run-01,task-rest,tsCAP3,-0.2247924370863513
222,sub-21,ses-01,run-01,task-rest,tsCAP4,-0.0310782866766434
223,sub-21,ses-02,run-01,task-rest,tsCAP4,-0.1702702586775274
224,sub-21,ses-01,run-01,task-rest,tsCAP5,0.15491240946571005
225,sub-21,ses-02,run-01,task-rest,tsCAP5,0.0031230347599560506
226,sub-21,ses-01,run-01,task-rest,tsCAP6,0.15413525430479158
227,sub-21,ses-02,run-01,task-rest,tsCAP6,0.06762669925759816
228,sub-21,ses-01,run-01,task-rest,tsCAP7,0.1309763009292732
229,sub-21,ses-02,run-01,task-rest,tsCAP7,-0.04809124201131938
230,sub-21,ses-01,run-01,task-rest,tsCAP8,0.16597072401951446
231,sub-21,ses-02,run-01,task-rest,tsCAP8,0.04382450535429412
232,sub-22,ses-01,run-01,task-rest,tsCAP1,0.3098004416661462
233,sub-22,ses-02,run-01,task-rest,tsCAP1,0.16085061036822176
234,sub-22,ses-01,run-01,task-rest,tsCAP2,0.32717534773430246
235,sub-22,ses-02,run-01,task-rest,tsCAP2,0.2086889852538961
236,sub-22,ses-01,run-01,task-rest,tsCAP3,-0.019241819154712167
237,sub-22,ses-02,run-01,task-rest,tsCAP3,0.1551758028337434
238,sub-22,ses-01,run-01,task-rest,tsCAP4,-0.022280345429130717
239,sub-22,ses-02,run-01,task-rest,tsCAP4,0.15375254856394172
240,sub-22,ses-01,run-01,task-rest,tsCAP5,0.18717833546981213
241,sub-22,ses-02,run-01,task-rest,tsCAP5,0.288006583996903
242,sub-22,ses-01,run-01,task-rest,tsCAP6,0.2292429353845078
243,sub-22,ses-02,run-01,task-rest,tsCAP6,0.28390708718028373
244,sub-22,ses-01,run-01,task-rest,tsCAP7,0.010927881541127232
245,sub-22,ses-02,run-01,task-rest,tsCAP7,0.050726661210713356
246,sub-22,ses-01,run-01,task-rest,tsCAP8,0.07733100421351734
247,sub-22,ses-02,run-01,task-rest,tsCAP8,0.09258530162768783
248,sub-10,ses-01,run-01,task-rest,tsCAP1,-0.12802906799923616
249,sub-10,ses-02,run-01,task-rest,tsCAP1,0.011250560612472652
250,sub-10,ses-01,run-01,task-rest,tsCAP2,-0.1469715029201229
251,sub-10,ses-02,run-01,task-rest,tsCAP2,-0.062342185654611346
252,sub-10,ses-01,run-01,task-rest,tsCAP3,0.04781821776747252
253,sub-10,ses-02,run-01,task-rest,tsCAP3,0.3519696751483392
254,sub-10,ses-01,run-01,task-rest,tsCAP4,0.025408158200812155
255,sub-10,ses-02,run-01,task-rest,tsCAP4,0.37705802372820024
256,sub-10,ses-01,run-01,task-rest,tsCAP5,0.1401771326548828
257,sub-10,ses-02,run-01,task-rest,tsCAP5,0.39729418551848655
258,sub-10,ses-01,run-01,task-rest,tsCAP6,0.162592242309979
259,sub-10,ses-02,run-01,task-rest,tsCAP6,0.4104276437453449
260,sub-10,ses-01,run-01,task-rest,tsCAP7,0.09833332880251766
261,sub-10,ses-02,run-01,task-rest,tsCAP7,0.25472590217021795
262,sub-10,ses-01,run-01,task-rest,tsCAP8,0.16927989155883522
263,sub-10,ses-02,run-01,task-rest,tsCAP8,0.2693234315429334
264,sub-19,ses-01,run-01,task-rest,tsCAP1,-0.22057018824887617
265,sub-19,ses-02,run-01,task-rest,tsCAP1,-0.28469621382894783
266,sub-19,ses-01,run-01,task-rest,tsCAP2,-0.07337826294268068
267,sub-19,ses-02,run-01,task-rest,tsCAP2,0.017540828743547687
268,sub-19,ses-01,run-01,task-rest,tsCAP3,-0.20132660208592537
269,sub-19,ses-02,run-01,task-rest,tsCAP3,0.36361183231437866
270,sub-19,ses-01,run-01,task-rest,tsCAP4,-0.181905840538941
271,sub-19,ses-02,run-01,task-rest,tsCAP4,0.1377497174269998
272,sub-19,ses-01,run-01,task-rest,tsCAP5,0.7528342249350489
273,sub-19,ses-02,run-01,task-rest,tsCAP5,0.7290776397307501
274,sub-19,ses-01,run-01,task-rest,tsCAP6,0.7634739458833528
275,sub-19,ses-02,run-01,task-rest,tsCAP6,0.8253252052063135
276,sub-19,ses-01,run-01,task-rest,tsCAP7,0.3995530325670133
277,sub-19,ses-02,run-01,task-rest,tsCAP7,0.014163397386203423
278,sub-19,ses-01,run-01,task-rest,tsCAP8,0.4737794545179485
279,sub-19,ses-02,run-01,task-rest,tsCAP8,0.3633153349294777
280,sub-11,ses-01,run-01,task-rest,tsCAP1,0.20839113198853046
281,sub-11,ses-02,run-01,task-rest,tsCAP1,0.2890662317314055
282,sub-11,ses-01,run-01,task-rest,tsCAP2,0.05270587264765481
283,sub-11,ses-02,run-01,task-rest,tsCAP2,0.25392006499086234
284,sub-11,ses-01,run-01,task-rest,tsCAP3,0.13285869794507812
285,sub-11,ses-02,run-01,task-rest,tsCAP3,0.3297583976815877
286,sub-11,ses-01,run-01,task-rest,tsCAP4,0.0686747528908454
287,sub-11,ses-02,run-01,task-rest,tsCAP4,0.2471252419455741
288,sub-11,ses-01,run-01,task-rest,tsCAP5,-0.021018363376443926
289,sub-11,ses-02,run-01,task-rest,tsCAP5,0.30316923561875825
290,sub-11,ses-01,run-01,task-rest,tsCAP6,-0.08539403195897721
291,sub-11,ses-02,run-01,task-rest,tsCAP6,0.33189551202112366
292,sub-11,ses-01,run-01,task-rest,tsCAP7,-0.016580877322348832
293,sub-11,ses-02,run-01,task-rest,tsCAP7,-0.1534290404480631
294,sub-11,ses-01,run-01,task-rest,tsCAP8,0.00963582675661075
295,sub-11,ses-02,run-01,task-rest,tsCAP8,-0.09143930088681307
296,sub-12,ses-01,run-01,task-rest,tsCAP1,0.014563121971310699
297,sub-12,ses-02,run-01,task-rest,tsCAP1,0.26069910880448915
298,sub-12,ses-01,run-01,task-rest,tsCAP2,0.035870449737513466
299,sub-12,ses-02,run-01,task-rest,tsCAP2,0.21376507737707268
300,sub-12,ses-01,run-01,task-rest,tsCAP3,0.12891994747622743
301,sub-12,ses-02,run-01,task-rest,tsCAP3,0.21406091142774664
302,sub-12,ses-01,run-01,task-rest,tsCAP4,0.11782583423641921
303,sub-12,ses-02,run-01,task-rest,tsCAP4,0.17379775188373042
304,sub-12,ses-01,run-01,task-rest,tsCAP5,0.32796755606897304
305,sub-12,ses-02,run-01,task-rest,tsCAP5,0.4855533750166862
306,sub-12,ses-01,run-01,task-rest,tsCAP6,0.3358901410392728
307,sub-12,ses-02,run-01,task-rest,tsCAP6,0.47993530147120783
308,sub-12,ses-01,run-01,task-rest,tsCAP7,0.30797762645282684
309,sub-12,ses-02,run-01,task-rest,tsCAP7,0.2601418394268166
310,sub-12,ses-01,run-01,task-rest,tsCAP8,0.3360018788586593
311,sub-12,ses-02,run-01,task-rest,tsCAP8,0.3015843611644975
312,sub-01,ses-01,run-02,task-rest,tsCAP1,0.14121527205761758
313,sub-01,ses-01,run-02,task-rest,tsCAP2,0.12427955150101119
314,sub-01,ses-01,run-02,task-rest,tsCAP3,-0.18945840266124123
315,sub-01,ses-01,run-02,task-rest,tsCAP4,-0.16302743467194122
316,sub-01,ses-01,run-02,task-rest,tsCAP5,0.2307660950598835
317,sub-01,ses-01,run-02,task-rest,tsCAP6,0.2562886399858188
318,sub-01,ses-01,run-02,task-rest,tsCAP7,0.09922477086408416
319,sub-01,ses-01,run-02,task-rest,tsCAP8,0.14259963283042354
320,sub-02,ses-01,run-02,task-rest,tsCAP1,0.251215217993334
321,sub-02,ses-01,run-02,task-rest,tsCAP2,0.2780546443851318
322,sub-02,ses-01,run-02,task-rest,tsCAP3,0.02117197608157815
323,sub-02,ses-01,run-02,task-rest,tsCAP4,0.0303344389413838
324,sub-02,ses-01,run-02,task-rest,tsCAP5,0.428839824275809
325,sub-02,ses-01,run-02,task-rest,tsCAP6,0.4324940923269735
326,sub-02,ses-01,run-02,task-rest,tsCAP7,0.26093284241891973
327,sub-02,ses-01,run-02,task-rest,tsCAP8,0.29743375695599794
328,sub-03,ses-01,run-02,task-rest,tsCAP1,-0.06136091731849871
329,sub-03,ses-01,run-02,task-rest,tsCAP2,-0.6577041956638644
330,sub-03,ses-01,run-02,task-rest,tsCAP3,0.2632276448362422
331,sub-03,ses-01,run-02,task-rest,tsCAP4,0.17282039986074121
332,sub-03,ses-01,run-02,task-rest,tsCAP5,0.9880370127943521
333,sub-03,ses-01,run-02,task-rest,tsCAP6,0.9836709324094337
334,sub-03,ses-01,run-02,task-rest,tsCAP7,0.5893116626241809
335,sub-03,ses-01,run-02,task-rest,tsCAP8,0.38721004641129303
336,sub-04,ses-01,run-02,task-rest,tsCAP1,0.15606824454232815
337,sub-04,ses-02,run-02,task-rest,tsCAP1,0.1675072645874122
338,sub-04,ses-01,run-02,task-rest,tsCAP2,0.11891680843823095
339,sub-04,ses-02,run-02,task-rest,tsCAP2,0.18829827050961037
340,sub-04,ses-01,run-02,task-rest,tsCAP3,-0.04229589474990859
341,sub-04,ses-02,run-02,task-rest,tsCAP3,0.03261465294607836
342,sub-04,ses-01,run-02,task-rest,tsCAP4,-0.04035559751473312
343,sub-04,ses-02,run-02,task-rest,tsCAP4,0.030999871061060936
344,sub-04,ses-01,run-02,task-rest,tsCAP5,0.17121319217569206
345,sub-04,ses-02,run-02,task-rest,tsCAP5,0.18446940767112996
346,sub-04,ses-01,run-02,task-rest,tsCAP6,0.180567093024298
347,sub-04,ses-02,run-02,task-rest,tsCAP6,0.18930786062799532
348,sub-04,ses-01,run-02,task-rest,tsCAP7,0.06709090237120696
349,sub-04,ses-02,run-02,task-rest,tsCAP7,0.12316468637872224
350,sub-04,ses-01,run-02,task-rest,tsCAP8,0.07156295034149447
351,sub-04,ses-02,run-02,task-rest,tsCAP8,0.12224752487522278
352,sub-05,ses-01,run-02,task-rest,tsCAP1,-0.12138677045922647
353,sub-05,ses-02,run-02,task-rest,tsCAP1,-0.11826644076731682
354,sub-05,ses-01,run-02,task-rest,tsCAP2,-0.09202435081847467
355,sub-05,ses-02,run-02,task-rest,tsCAP2,-0.21462840879948722
356,sub-05,ses-01,run-02,task-rest,tsCAP3,-0.3835140920595178
357,sub-05,ses-02,run-02,task-rest,tsCAP3,-0.09324905480057917
358,sub-05,ses-01,run-02,task-rest,tsCAP4,-0.37580432115456985
359,sub-05,ses-02,run-02,task-rest,tsCAP4,-0.03858032233519216
360,sub-05,ses-01,run-02,task-rest,tsCAP5,0.14765631799241813
361,sub-05,ses-02,run-02,task-rest,tsCAP5,0.042622891486018825
362,sub-05,ses-01,run-02,task-rest,tsCAP6,0.0982854385158132
363,sub-05,ses-02,run-02,task-rest,tsCAP6,0.04100515112861711
364,sub-05,ses-01,run-02,task-rest,tsCAP7,0.29568966859606755
365,sub-05,ses-02,run-02,task-rest,tsCAP7,-0.04588107107742932
366,sub-05,ses-01,run-02,task-rest,tsCAP8,0.3033956046571196
367,sub-05,ses-02,run-02,task-rest,tsCAP8,-0.06575105271687132
368,sub-06,ses-01,run-02,task-rest,tsCAP1,0.04180567064659845
369,sub-06,ses-02,run-02,task-rest,tsCAP1,0.07795893824731787
370,sub-06,ses-01,run-02,task-rest,tsCAP2,0.015014563061644249
371,sub-06,ses-02,run-02,task-rest,tsCAP2,0.04602167736475716
372,sub-06,ses-01,run-02,task-rest,tsCAP3,0.13515480729336876
373,sub-06,ses-02,run-02,task-rest,tsCAP3,0.04385149662262846
