,iteration,subject,session,run,task,ts_CAPS,pearson_r
305,5,sub-06,ses-02,run-01,task-checker,tsCAP1,0.10345923542874819
306,5,sub-06,ses-01,run-01,task-checker,tsCAP2,0.07787142579841519
307,5,sub-06,ses-02,run-01,task-checker,tsCAP2,0.057910179632097894
308,5,sub-06,ses-01,run-01,task-checker,tsCAP3,0.3162044617471389
309,5,sub-06,ses-02,run-01,task-checker,tsCAP3,-0.050927232237209796
310,5,sub-06,ses-01,run-01,task-checker,tsCAP4,0.4763142923751576
311,5,sub-06,ses-02,run-01,task-checker,tsCAP4,-0.042373818869884054
312,5,sub-06,ses-01,run-01,task-checker,tsCAP5,0.2293095530517231
313,5,sub-06,ses-02,run-01,task-checker,tsCAP5,0.14992297534683008
314,5,sub-06,ses-01,run-01,task-checker,tsCAP6,-0.02471409696414177
315,5,sub-06,ses-02,run-01,task-checker,tsCAP6,0.2372452774461497
316,5,sub-06,ses-01,run-01,task-checker,tsCAP7,0.1164155608714984
317,5,sub-06,ses-02,run-01,task-checker,tsCAP7,0.2567785988889014
318,5,sub-06,ses-01,run-01,task-checker,tsCAP8,0.234826849829543
319,5,sub-06,ses-02,run-01,task-checker,tsCAP8,0.3092685632796344
320,6,sub-06,ses-01,run-01,task-checker,tsCAP1,0.18472534280598074
321,6,sub-06,ses-02,run-01,task-checker,tsCAP1,0.1869271599452688
322,6,sub-06,ses-01,run-01,task-checker,tsCAP2,0.3024993292894322
323,6,sub-06,ses-02,run-01,task-checker,tsCAP2,0.42404358915312496
324,6,sub-06,ses-01,run-01,task-checker,tsCAP3,0.14351433819681042
325,6,sub-06,ses-02,run-01,task-checker,tsCAP3,-0.05077910864163215
326,6,sub-06,ses-01,run-01,task-checker,tsCAP4,0.4033648474045122
327,6,sub-06,ses-02,run-01,task-checker,tsCAP4,-0.08695273943133651
328,6,sub-06,ses-01,run-01,task-checker,tsCAP5,0.19482931010960533
329,6,sub-06,ses-02,run-01,task-checker,tsCAP5,0.06549307999104877
330,6,sub-06,ses-01,run-01,task-checker,tsCAP6,0.0934695261895315
331,6,sub-06,ses-02,run-01,task-checker,tsCAP6,0.23804366629875348
332,6,sub-06,ses-01,run-01,task-checker,tsCAP7,-0.04574226934718358
333,6,sub-06,ses-02,run-01,task-checker,tsCAP7,0.28830220013115876
334,6,sub-06,ses-01,run-01,task-checker,tsCAP8,0.05393637841357619
335,6,sub-06,ses-02,run-01,task-checker,tsCAP8,0.14440414304796909
336,7,sub-06,ses-01,run-01,task-checker,tsCAP1,0.2677024811690751
337,7,sub-06,ses-02,run-01,task-checker,tsCAP1,0.28549855058669943
338,7,sub-06,ses-01,run-01,task-checker,tsCAP2,0.2539767532350534
339,7,sub-06,ses-02,run-01,task-checker,tsCAP2,0.31445339104727227
340,7,sub-06,ses-01,run-01,task-checker,tsCAP3,0.2747305684234643
341,7,sub-06,ses-02,run-01,task-checker,tsCAP3,-0.05007035990520248
342,7,sub-06,ses-01,run-01,task-checker,tsCAP4,0.29319365879012727
343,7,sub-06,ses-02,run-01,task-checker,tsCAP4,-0.020214120903795974
344,7,sub-06,ses-01,run-01,task-checker,tsCAP5,0.07270013413230399
345,7,sub-06,ses-02,run-01,task-checker,tsCAP5,0.20297085075928104
346,7,sub-06,ses-01,run-01,task-checker,tsCAP6,0.019040543414511613
347,7,sub-06,ses-02,run-01,task-checker,tsCAP6,0.24021569344106822
348,7,sub-06,ses-01,run-01,task-checker,tsCAP7,0.01121809161342812
349,7,sub-06,ses-02,run-01,task-checker,tsCAP7,-0.061821214527307745
350,7,sub-06,ses-01,run-01,task-checker,tsCAP8,-0.052006633150856144
351,7,sub-06,ses-02,run-01,task-checker,tsCAP8,0.1501329364351727
352,8,sub-06,ses-01,run-01,task-checker,tsCAP1,0.28110575906737506
